transaction_id,product_name,product_price,transaction_date,customer_id,customer_name,customer_email,customer_country,customer_postal_code,customer_age
862,Classic Watch,377.75,11/26/2020,238,Wendy Longden,wlongden6l@example.com,Indonesia,,79
941,Wildflower Honey,848.35,7/24/2020,239,Latia Maddocks,lmaddocks6m@quantcast.com,Afghanistan,,54
292,Peanut Butter Banana Smoothie Mix,901.24,11/15/2020,240,Pauly Fessler,pfessler6n@cisco.com,Japan,927-0038,23
656,Portable Solar Phone Charger,349.18,12/17/2020,241,Adrien Seivwright,aseivwright6o@adobe.com,Brazil,23860-000,29
659,Wrap Jumpsuit,304.61,7/6/2020,242,Rebbecca Hallan,rhallan6p@xing.com,China,,80
243,Motorcycle Phone Mount,898.42,5/9/2020,243,Jorgan Woolcocks,jwoolcocks6q@multiply.com,Malaysia,87018,46
754,Adjustable Pet Feeder,502.95,1/25/2020,244,Morty Grady,mgrady6r@biglobe.ne.jp,Indonesia,,38
632,Chocolate Chip Cookie Dough,518.55,6/20/2020,245,Kaylee McQuilty,kmcquilty6s@java.com,Equatorial Guinea,,60
426,Camera Tripod,540.39,7/8/2020,246,Ealasaid Vokes,evokes6t@zimbio.com,United States,92835,83
308,Microfiber Cleaning Cloths,16.85,4/30/2020,247,Aldrich Malden,amalden6u@pen.io,Brazil,75780-000,59
793,Folding Pocket Knife,28.81,5/27/2020,248,Everett Livesay,elivesay6v@list-manage.com,Indonesia,,58
331,Hand Mixer,6.75,6/24/2020,249,Livvyy Dedmam,ldedmam6w@nature.com,France,44911 CEDEX 9,47
270,Classic Slim Fit Shirt,922.0,9/8/2020,250,Maria Lamberton,mlamberton6x@php.net,China,,74
757,Homestyle Chicken Noodle Soup,76.84,8/31/2020,251,Nessi Ullrich,nullrich6y@cbc.ca,Russia,215807,23
272,Baking Powder,143.26,6/16/2020,252,Joanna Leece,jleece6z@cargocollective.com,Ireland,R14,27
771,Apricot Jam,505.3,3/11/2020,253,Hube Toten,htoten70@walmart.com,Czech Republic,664 42,58
377,Bamboo Toothbrush,456.19,1/4/2020,254,Johannes Newsome,jnewsome71@com.com,Indonesia,,77
394,Portable Electric Fan,548.71,7/26/2020,255,Ashley Pauli,apauli72@yolasite.com,Afghanistan,,24
472,Plant-Based Meal Prep Containers,449.84,4/27/2020,256,Giacomo Chadbourne,gchadbourne73@cyberchimps.com,Mongolia,,84
981,Travel Document Organizer,479.92,8/19/2020,257,Lorry Riley,lriley74@istockphoto.com,China,,48
316,Set of Measuring Spoons,508.87,4/28/2020,258,Read Suttie,rsuttie75@tuttocitta.it,China,,43
594,Car Vacuum Cleaner,882.72,5/24/2020,259,Enid Adamolli,eadamolli76@illinois.edu,China,,63
962,Pomegranate Juice,615.83,5/21/2020,260,Angelita Curtiss,acurtiss77@shop-pro.jp,Poland,31-999,37
485,Handcrafted Wooden Jewelry Box,993.22,5/14/2020,261,Theodosia Dillway,tdillway78@shinystat.com,Latvia,,81
908,Turkey Bacon,977.87,7/23/2020,262,Arluene Mathiasen,amathiasen79@vinaora.com,China,,38
838,Cheddar & Bacon Potato Skins,312.44,6/8/2020,263,Emelen Swansbury,eswansbury7a@hhs.gov,Poland,34-735,37
712,Decorative Throw Pillows,338.84,3/2/2020,264,Gratia Dowrey,gdowrey7b@netscape.com,Colombia,230029,83
772,Solar Charger,524.96,7/18/2020,265,Pace Lamputt,plamputt7c@dropbox.com,Finland,66999,78
238,Smart Fitness Scale,90.76,6/14/2020,266,Aileen Marshallsay,amarshallsay7d@ft.com,Brazil,78550-000,74
890,Mini Air Hockey Table,346.69,1/6/2020,267,Orlan Challender,ochallender7e@google.fr,Poland,46-020,45
508,Beef Sirloin Steak,799.27,1/13/2020,268,Leslie Burtwhistle,lburtwhistle7f@fc2.com,Philippines,4107,61
248,Wine Decanter,786.2,8/18/2020,269,Pierre Gouck,pgouck7g@1688.com,Indonesia,,48
389,Honey mustard chicken tenders,704.21,3/5/2020,270,Berty Mergue,bmergue7h@rambler.ru,Benin,,18
567,Pet Grooming Kit,412.57,1/24/2020,271,Blair Bartosinski,bbartosinski7i@fc2.com,United States,96825,75
163,Protein Bar Variety Pack,683.5,9/26/2020,272,Hugues Jiroudek,hjiroudek7j@photobucket.com,Chile,,74
467,Faux Fur Throw Blanket,464.74,6/10/2020,273,Constancia Eakly,ceakly7k@harvard.edu,Japan,959-1146,31
856,Hand Crank Blender,44.52,3/27/2020,274,Amos Bahde,abahde7l@tiny.cc,Italy,98135,48
146,Kids' Crafting Station,787.24,7/11/2020,275,Junina Everest,jeverest7m@noaa.gov,China,,33
988,Scented Candles,520.28,11/30/2020,276,Gherardo Attoe,gattoe7n@drupal.org,Morocco,,50
296,Essential Oils Diffuser Necklace,857.57,3/20/2020,277,Padraig Hearnaman,phearnaman7o@w3.org,China,,68
616,Luxury Bath Salts,325.07,8/17/2020,278,Lonnard Stellino,lstellino7p@seattletimes.com,Indonesia,,46
468,Sweet Chili Thai Sauce,94.2,7/24/2020,279,Lani Gallier,lgallier7q@biglobe.ne.jp,Mexico,30171,44
914,Honey Graham Crackers,42.9,9/19/2020,280,Tedra Twaite,ttwaite7r@blogger.com,Colombia,153007,58
556,Instant Mashed Potatoes,393.5,10/14/2020,281,Nye Braker,nbraker7s@springer.com,Venezuela,,40
589,Pet Leash,610.48,1/26/2020,282,Eugine Jodlowski,ejodlowski7t@soup.io,Denmark,1577,61
192,Electric Air Pump,997.04,7/21/2020,283,Evonne Aloshkin,ealoshkin7u@hhs.gov,Colombia,203048,51
696,Noise-Canceling Earbuds,977.9,3/21/2020,284,Dew Tedorenko,dtedorenko7v@rakuten.co.jp,United States,87105,40
308,Cinnamon Rolls,13.72,9/19/2020,285,Yetty O'Looney,yolooney7w@prlog.org,Czech Republic,464 01,36
632,Inflatable Paddle Board,527.24,8/29/2020,286,Cloris Gemmell,cgemmell7x@mysql.com,Argentina,5900,26
282,Savory Italian Herbs,795.94,12/9/2020,287,Donna Chittey,dchittey7y@geocities.com,China,,30
998,Frozen Mixed Vegetables,893.45,9/4/2020,288,Cary Strick,cstrick7z@spotify.com,Brazil,58865-000,81
525,Home Karaoke System,57.15,8/12/2020,289,Vina Olyonov,volyonov80@amazon.co.jp,China,,80
686,Electric Bike,803.83,3/14/2020,290,Tiffany Allmond,tallmond81@blogspot.com,Egypt,,37
223,Gaming Mousepad,954.36,9/4/2020,291,Coralyn Rawe,crawe82@constantcontact.com,United States,53277,70
903,Pet Grooming Kit,794.87,12/17/2020,292,Teresa Elcome,telcome83@twitter.com,Mali,,80
623,Raspberry Vanilla Greek Yogurt,239.82,7/8/2020,293,Aluin O'Concannon,aoconcannon84@weather.com,Indonesia,,51
343,Brazil Nuts,834.09,9/15/2020,294,Abran Bradwell,abradwell85@washington.edu,Azerbaijan,,50
263,Basic V-Neck T-Shirt,776.67,4/11/2020,295,Kat Belhome,kbelhome86@indiatimes.com,China,,43
699,Pecan Nuts,615.33,11/11/2020,296,Gray Pellitt,gpellitt87@squarespace.com,China,,71
810,Savory Mushroom Risotto,51.84,8/27/2020,297,Teri Tilbury,ttilbury88@domainmarket.com,Myanmar,,63
280,Garlic Herb Grilled Chicken,368.75,4/3/2020,298,Bobbi Darlington,bdarlington89@hostgator.com,Colombia,633008,42
869,Silicone Baking Mats,375.85,2/3/2020,299,Jerry Reboul,jreboul8a@slate.com,Ukraine,,51
850,Smartphone Gimbal,204.22,11/14/2020,300,Leta Radloff,lradloff8b@dailymotion.com,China,,66
820,Multi-Purpose Marine Rope,462.0,9/29/2020,301,Alaine Burtt,aburtt8c@goo.gl,United States,45223,70
523,Cat Tree,363.74,8/6/2020,302,Edgard Eastmond,eeastmond8d@tripadvisor.com,France,69212 CEDEX 03,22
192,Bamboo Utensil Holder,661.45,9/14/2020,303,Thomasin Martinie,tmartinie8e@mapquest.com,Philippines,6612,32
968,Sourdough Bread,996.52,5/13/2020,304,Merell Burrett,mburrett8f@comcast.net,France,34435 CEDEX,21
372,Stick Vacuums Cleaner,35.91,1/24/2020,305,Yvonne Seage,yseage8g@google.nl,United States,93907,63
348,Smart Fitness Scale,895.7,2/3/2020,306,Car Fawbert,cfawbert8h@cnbc.com,Mexico,93350,25
203,Italian Pasta,546.39,9/10/2020,307,Flossi Vile,fvile8i@samsung.com,Philippines,6016,42
337,Handmade Soap Making Kit,246.05,6/7/2020,308,Linell Bazire,lbazire8j@plala.or.jp,Poland,14-230,39
988,Breathable Face Mask Set,438.7,11/5/2020,309,Alphard Pudden,apudden8k@spiegel.de,Russia,613384,58
638,Fresh Basil Pesto,929.16,11/2/2020,310,Shellie Daish,sdaish8l@163.com,United Kingdom,W1F,38
214,Smart Thermostat,908.56,3/10/2020,311,Aurilia Shepherdson,ashepherdson8m@ftc.gov,Brazil,76680-000,49
370,Green Tea Matcha Powder,368.42,7/8/2020,312,Alessandro Barrable,abarrable8n@deliciousdays.com,Nigeria,,82
837,Insulated Wine Tote,954.84,10/5/2020,313,Belle Forsbey,bforsbey8o@uol.com.br,Indonesia,,42
783,Frozen Hash Browns,19.82,1/22/2020,314,Beth Whissell,bwhissell8p@symantec.com,China,,21
185,Breezy Off-The-Shoulder Top,765.2,4/4/2020,315,Ryun Wittke,rwittke8q@admin.ch,United States,22184,53
691,Recipe Book Stand,394.56,10/11/2020,316,Joan McLaughlan,jmclaughlan8r@sina.com.cn,Vietnam,,59
795,Streaming Device,826.46,9/11/2020,317,Birk Stump,bstump8s@plala.or.jp,South Africa,5330,59
887,Microfiber Cleaning Cloths,917.65,4/9/2020,318,Huey Fassman,hfassman8t@soundcloud.com,United States,02114,46
973,Surimi Crab Sticks,628.55,9/14/2020,319,Mar Padbery,mpadbery8u@typepad.com,Indonesia,,79
345,Teriyaki Stir-Fry Sauce,879.99,2/11/2020,320,Miles Buckner,mbuckner8v@adobe.com,Philippines,0950,23
518,Smartphone Projector Kit,618.5,7/14/2020,321,Free Spenclay,fspenclay8w@lycos.com,Guatemala,04012,41
391,Non-Toxic Concrete Sealer,911.9,3/25/2020,322,Blinni Yezafovich,byezafovich8x@blogger.com,Philippines,9401,51
999,Grilled Veggie Burgers,829.2,2/20/2020,323,Crawford Henrion,chenrion8y@bandcamp.com,Czech Republic,747 11,64
690,Sea Salt Caramel Brownie,182.11,7/7/2020,324,Neale Sloat,nsloat8z@furl.net,Ivory Coast,,54
490,Chicken Broth,945.83,6/3/2020,325,Frayda Hadingham,fhadingham90@cdbaby.com,Bolivia,,78
391,Peach Yogurt,78.15,3/23/2020,326,Eydie Golborn,egolborn91@istockphoto.com,Brazil,73850-000,30
750,Buffalo Chicken Wraps,453.37,4/18/2020,327,Michail Goldsack,mgoldsack92@ustream.tv,Russia,431045,34
655,Pet Training Clicker,446.41,2/5/2020,328,Jackelyn Rattery,jrattery93@xing.com,Philippines,6407,38
635,Strawberry Fruit Spread,126.6,3/16/2020,329,Cilka Skechley,cskechley94@state.gov,South Africa,1916,66
398,Wooden Blocks,367.87,6/14/2020,330,Shaun Berney,sberney95@barnesandnoble.com,Azerbaijan,,48
410,Smoked Gouda Cheese,932.05,3/24/2020,331,Angeli Clynman,aclynman96@chron.com,Nigeria,,80
935,Bamboo Toothbrush,887.13,12/5/2020,332,Robin O'Feeney,rofeeney97@smh.com.au,Comoros,,19
601,Dishwasher Safe Cutting Board,743.21,10/26/2020,333,Mel MacNelly,mmacnelly98@youtu.be,China,,18
740,Low-Fat Cottage Cheese,797.05,7/14/2020,334,Wilma Balaisot,wbalaisot99@fda.gov,Russia,606055,64
899,Microwave Popcorn Maker,199.27,8/7/2020,335,Guilbert Valti,gvalti9a@psu.edu,China,,52
452,Mechanical Keyboard,357.83,12/23/2020,336,Kirstyn Gon,kgon9b@ovh.net,Philippines,4430,54
380,Rainbow Veggie Chips,890.99,10/20/2020,337,Maxine Lycett,mlycett9c@yellowpages.com,Norway,6506,75
310,Chocolate Avocado Pudding,136.95,2/10/2020,338,Mychal Strattan,mstrattan9d@seesaa.net,Czech Republic,569 43,59
653,Portable Massage Table,951.83,11/28/2020,339,Riccardo Hatwell,rhatwell9e@blogger.com,Peru,,67
880,Freestanding Wine Rack,136.59,2/4/2020,340,Carla Mosdall,cmosdall9f@flickr.com,China,,85
409,Herb-Infused Olive Oil,346.58,6/25/2020,341,Hayward Tregenna,htregenna9g@wix.com,Indonesia,,58
511,Fitness Activity Journal,494.59,10/21/2020,342,Maggie Danielsen,mdanielsen9h@t-online.de,China,,67
905,Smart Plant Monitor,941.68,5/29/2020,343,Nonnah Stanton,nstanton9i@acquirethisname.com,France,75419 CEDEX 08,53
388,Outdoor Portable Fire Pit,458.25,8/14/2020,344,Fawn Wilmington,fwilmington9j@soundcloud.com,Russia,357371,41
543,Insulated Wine Tote,875.03,9/23/2020,345,Nancey Simionescu,nsimionescu9k@yellowpages.com,China,,71
877,Coconut Chips,763.06,9/25/2020,346,Thomas Jamson,tjamson9l@mashable.com,Indonesia,,82
249,Garlic Butter Sauce,39.36,10/1/2020,347,Drucill Trengrouse,dtrengrouse9m@wsj.com,China,,64
598,Chipotle Black Bean Burger,437.31,4/4/2020,348,Pattie Fairney,pfairney9n@google.de,Nepal,,18
588,Sliced Turkey Breast,675.98,5/23/2020,349,Aloysius Draco,adraco9o@unesco.org,Portugal,4730-300,84
240,Interactive Robot Toy,960.47,5/1/2020,350,Cordy Rivallant,crivallant9p@blinklist.com,France,58017 CEDEX,68
519,Greek Yogurt Parfait,749.3,7/31/2020,351,Valentine Christophe,vchristophe9q@cloudflare.com,Poland,18-230,48
221,Paprika,698.23,6/30/2020,352,Jobyna Mushett,jmushett9r@flickr.com,Indonesia,,19
862,Foam Muscle Roller,786.49,12/15/2020,353,Rick Van Cassel,rvan9s@i2i.jp,China,,64
538,Pet Camera with Treat Dispenser,819.97,2/10/2020,354,Sebastian Kuhndel,skuhndel9t@geocities.com,China,,84
667,Organic Chia Seeds,495.27,1/27/2020,355,Abram Dibson,adibson9u@paypal.com,Indonesia,,44
496,Vegetable Medley,998.77,6/19/2020,356,Arv Kulver,akulver9v@webeden.co.uk,Russia,624449,34
280,Chocolate Chip Cookie Dough,165.78,2/26/2020,357,Kathrine Portwain,kportwain9w@instagram.com,Indonesia,,81
214,Body Wash,69.41,1/4/2020,358,Jamal Pinck,jpinck9x@phpbb.com,Russia,249192,65
852,Buffalo Chicken Dip,240.9,5/4/2020,359,Saba Karpychev,skarpychev9y@uol.com.br,Djibouti,,52
514,Sushi Rice,810.12,1/23/2020,360,Yvor Darnbrook,ydarnbrook9z@nytimes.com,United States,72199,40
839,Wall Decals for Kids,342.41,12/19/2020,361,Munmro Van der Beek,mvana0@about.com,Panama,,78
414,Beard Grooming Kit,82.89,2/21/2020,362,Edward Cornock,ecornocka1@hostgator.com,China,,59
643,Chocolate Raspberry Tart,189.59,9/19/2020,363,Kaitlyn Whitaker,kwhitakera2@hhs.gov,United States,20078,33
941,Children's Garden Tool Set,677.43,7/9/2020,364,Elysee Howlett,ehowletta3@admin.ch,Argentina,2592,42
850,Balsamic Salad Dressing,661.73,6/1/2020,365,Corrie Aireton,cairetona4@simplemachines.org,Russia,390528,60
402,Garden Vegetable Soup,346.87,11/14/2020,366,Wood Stapforth,wstapfortha5@google.it,China,,74
968,Garden Tool Belt,907.23,5/9/2020,367,Juan Hovington,jhovingtona6@dailymotion.com,Indonesia,,42
614,Mini Pretzels,319.26,5/14/2020,368,Katee Bragginton,kbraggintona7@examiner.com,Indonesia,,21
631,Handmade Leather Journal,225.64,9/4/2020,369,Carri Pee,cpeea8@japanpost.jp,Colombia,525537,50
119,Whisk Set,75.73,10/9/2020,370,Jamie Belz,jbelza9@hexun.com,China,,53
504,Air Purifier,271.68,6/26/2020,371,Lois Linzee,llinzeeaa@unesco.org,Mexico,61910,70
559,Adjustable Resistance Bands,891.06,12/8/2020,372,Ally Trowle,atrowleab@statcounter.com,Jordan,,52
104,Smashed Avocado with Lime,323.12,2/17/2020,373,Ashlan Copello,acopelloac@delicious.com,Argentina,5833,42
743,Smartphone Gimbal Stabilizer,879.92,2/8/2020,374,Chad Basill,cbasillad@prlog.org,Democratic Republic of the Congo,,62
718,Gardening Tools Set,812.92,5/19/2020,375,Kellby Olivo,kolivoae@alexa.com,Mali,,54
681,Almond Flour Tortillas,451.98,8/23/2020,376,Evvy Cohani,ecohaniaf@purevolume.com,Russia,676776,31
960,Chickpea Pancakes,216.52,11/22/2020,377,Zita Handyside,zhandysideag@wufoo.com,China,,71
206,Sweet Potato and Chickpea Bowl,275.57,5/23/2020,378,Granny Gillooly,ggilloolyah@umn.edu,Senegal,,53
131,Smartphone Stand,112.28,9/12/2020,379,Hestia Krystek,hkrystekai@ibm.com,Colombia,762018,52
332,Spicy Tuna Salad,151.6,6/22/2020,380,Giralda Hatterslay,ghatterslayaj@diigo.com,Indonesia,,53
752,Almond Butter Cups,824.34,8/28/2020,381,Odelinda Cobon,ocobonak@csmonitor.com,Indonesia,,23
240,Grapes (red),962.4,3/4/2020,382,Dur Claisse,dclaisseal@columbia.edu,Brazil,23970-000,25
741,Skincare Fridge,265.26,2/7/2020,383,Denver Pescud,dpescudam@hostgator.com,Albania,,19
813,Frozen Hash Browns,403.95,8/21/2020,384,Guinna Dennington,gdenningtonan@wordpress.com,Slovenia,5297,30
971,Sliced Bell Peppers,967.99,8/26/2020,385,Amelita Bickardike,abickardikeao@artisteer.com,Tajikistan,,63
587,Outdoor Adventure Backpack,564.73,9/15/2020,386,Joel Ascrofte,jascrofteap@ft.com,Jamaica,,54
536,Himalayan Salt Grinder,129.57,2/18/2020,387,Luke Bonanno,lbonannoaq@freewebs.com,Russia,433303,31
464,Sriracha Chili Sauce,709.44,6/20/2020,388,Sharron Bartosek,sbartosekar@tmall.com,Colombia,195069,75
176,Chickpeas,786.57,6/30/2020,389,Anica Asplin,aasplinas@bbb.org,Portugal,3610-005,71
582,Energy Bites,342.99,7/28/2020,390,Bobbette Ralston,bralstonat@smugmug.com,Portugal,3025-353,31
500,Spicy Vegetable Sushi Rolls,839.65,3/3/2020,391,Euphemia Riccard,ericcardau@timesonline.co.uk,Nicaragua,,60
754,Fridge Magnet Set,76.85,10/12/2020,392,Carley Blanche,cblancheav@microsoft.com,China,,74
334,Indian Curry Sauce,132.46,12/8/2020,393,Dar Giacovetti,dgiacovettiaw@feedburner.com,Canada,J5V,32
775,Peanut Butter Filled Pretzels,531.65,10/25/2020,394,Josephina Doreward,jdorewardax@skyrock.com,Cuba,,74
872,Sliced Strawberries,889.0,11/28/2020,395,Avigdor Lafaye,alafayeay@bizjournals.com,China,,54
276,Plant-Based Meal Prep Containers,382.67,1/23/2020,396,Sheppard Gelland,sgellandaz@acquirethisname.com,China,,39
352,Chili Beans in Sauce,446.4,1/10/2020,397,Lanette Mounter,lmounterb0@godaddy.com,Poland,62-280,29
855,Frozen Berry Medley,575.02,2/9/2020,398,Dotty Klimkowski,dklimkowskib1@storify.com,Greece,,19
946,Digital Food Scale,943.82,12/2/2020,399,Antonino Voss,avossb2@go.com,Indonesia,,47
721,Silicone Stretch Lids,662.42,5/13/2020,400,Lewes Lusted,llustedb3@trellian.com,Canada,J7J,31
608,Vegan Tacos,884.66,2/29/2020,401,Lina Labat,llabatb4@fda.gov,China,,62
529,Cauliflower Pizza Crust,208.24,10/1/2020,402,Austine Antley,aantleyb5@alibaba.com,Tunisia,,48
397,Breathable Face Mask Set,85.7,3/2/2020,403,Shayne Robertson,srobertsonb6@sohu.com,China,,29
648,Mediterranean Couscous Salad,538.59,8/5/2020,404,Mona Lukianov,mlukianovb7@shop-pro.jp,Russia,238056,82
568,Peanut Butter Protein Balls,645.6,3/3/2020,405,Josias Readshall,jreadshallb8@rediff.com,China,,62
789,Smartphone Photography Tripod,220.17,6/30/2020,406,Orsa Gilardone,ogilardoneb9@timesonline.co.uk,China,,45
619,Orange Ginger Vinaigrette,728.76,9/10/2020,407,Cosette Gagg,cgaggba@walmart.com,China,,21
443,Voice-Controlled Speaker,857.87,4/7/2020,408,Hilary Sheerin,hsheerinbb@histats.com,Greece,,79
875,Blueberry Chia Jam,671.57,10/24/2020,409,Merridie Poulgreen,mpoulgreenbc@wikipedia.org,Philippines,6310,60
559,Black Bean Soup,598.71,4/10/2020,410,Evonne Wilce,ewilcebd@archive.org,Jordan,,53
265,Herb Seasoned Croutons,857.14,7/26/2020,411,Letizia Lavielle,llaviellebe@ezinearticles.com,China,,36
293,Fitness Jump Rope with LCD Counter,132.68,9/7/2020,412,Brady Keatley,bkeatleybf@behance.net,Nigeria,,71
568,Kids' Gardening Kit,637.88,8/1/2020,413,Stephie Oliphard,soliphardbg@cnn.com,Philippines,8715,85
404,Flavored Rice Cakes,628.17,1/29/2020,414,Audry Fakeley,afakeleybh@japanpost.jp,Nicaragua,,42
554,Wireless Security Camera,699.44,1/27/2020,415,Darbee Risbie,drisbiebi@merriam-webster.com,China,,38
334,Smartphone Camera Lens Kit,156.85,10/6/2020,416,Eileen Mor,emorbj@dailymotion.com,Indonesia,,60
652,Cinnamon Sugar Mix,747.28,6/9/2020,417,Emmalyn Noad,enoadbk@ihg.com,Uganda,,38
651,Vegetable Lentil Soup,115.12,5/20/2020,418,Jerri Remirez,jremirezbl@ustream.tv,France,69395 CEDEX 03,21
664,Cucumber,143.08,6/6/2020,419,Rycca Celez,rcelezbm@sphinn.com,Portugal,2420-173,85
249,Mini Meatballs,891.77,8/17/2020,420,Sol Bolitho,sbolithobn@webmd.com,Sweden,974 36,27
318,Utility Cargo Pants,843.31,9/22/2020,421,Briano Kurton,bkurtonbo@cbsnews.com,Ivory Coast,,26
843,Crew Neck Sweater,12.86,8/27/2020,422,Floria Yurenev,fyurenevbp@fema.gov,Brazil,69950-000,42
764,Portable Ice Maker,220.57,8/26/2020,423,Sherline Gerin,sgerinbq@pen.io,Estonia,,38
421,Wall-Mounted Spice Rack,225.25,6/26/2020,424,Keir Vicary,kvicarybr@businesswire.com,Russia,662622,71
207,Bamboo Utensil Holder,251.05,7/6/2020,425,Corina Carncross,ccarncrossbs@plala.or.jp,Ukraine,,46
279,Golf Polo Shirt,109.84,8/19/2020,426,Addie Exrol,aexrolbt@mit.edu,Portugal,5155-104,37
426,Ground Cinnamon,593.05,1/15/2020,427,Sybyl Absolom,sabsolombu@hatena.ne.jp,Uruguay,,68
746,Foam Building Blocks for Kids,32.3,3/6/2020,428,Tierney Fareweather,tfareweatherbv@bandcamp.com,Iran,,55
120,Banana Nut Oatmeal Cups,232.05,8/25/2020,429,Melony Castellet,mcastelletbw@shareasale.com,Russia,671235,18
658,Organic Coconut Oil,754.17,8/6/2020,430,Pate Addy,paddybx@epa.gov,Indonesia,,65
839,Peach Preserves,57.85,1/6/2020,431,Jilleen Wiltshaw,jwiltshawby@eepurl.com,Czech Republic,768 11,39
814,Stainless Steel Cutlery Set,432.92,4/17/2020,432,Anatole Gregoli,agregolibz@tinypic.com,China,,58
230,Dog Walking Waist Pack,364.85,7/15/2020,433,Feodora Kirkbright,fkirkbrightc0@hatena.ne.jp,Sweden,171 94,28
938,Coconut Cream Pie Yogurt,318.98,8/31/2020,434,Alicea Sebright,asebrightc1@usa.gov,China,,60
749,Teriyaki Stir-Fry Sauce,216.87,8/15/2020,435,Hilliard Haugeh,hhaugehc2@facebook.com,Iran,,79
106,Magnetic Chess Set,441.73,3/3/2020,436,Jeniece Yuille,jyuillec3@posterous.com,Indonesia,,28
842,Lightweight Travel Backpack,136.88,2/7/2020,437,Cordie Dittson,cdittsonc4@geocities.com,Brazil,17290-000,65
304,Garlic Parmesan Roasted Nuts,921.24,7/14/2020,438,Shantee Cookes,scookesc5@baidu.com,Ukraine,,44
163,Frozen Vegetarian Pizza,957.78,3/8/2020,439,Kelley Kroin,kkroinc6@wsj.com,Indonesia,,74
726,Pet Bed,320.37,4/17/2020,440,Jordana Pickles,jpicklesc7@google.co.jp,China,,38
479,Coconut Chia Pudding,933.72,11/12/2020,441,Alfy Faithfull,afaithfullc8@bloglovin.com,China,,39
781,Interactive Plush Toy,29.01,8/23/2020,442,Elana Furzer,efurzerc9@photobucket.com,France,94865 CEDEX,46
642,Shatterproof Wine Glasses,626.05,4/15/2020,443,Druci Kofax,dkofaxca@theguardian.com,China,,29
854,Comfy Slippers,552.46,5/10/2020,444,Dolorita Ruoff,druoffcb@i2i.jp,Honduras,,68
299,Car Phone Mount,384.21,12/19/2020,445,Gail Tole,gtolecc@163.com,Indonesia,,80
331,Oven-Baked Parmesan Zucchini,404.14,4/4/2020,446,Matthieu Gabbott,mgabbottcd@addtoany.com,Serbia,,40
179,Zucchini Noodles,28.36,8/9/2020,447,Dex Kinnie,dkinniece@apple.com,France,77484 CEDEX,40
770,Adjustable Skipping Rope,228.51,10/17/2020,448,Barth Meus,bmeuscf@twitpic.com,China,,69
998,Frozen Edamame,962.4,2/8/2020,449,Roz Sedge,rsedgecg@webmd.com,Afghanistan,,70
781,Mini Food Processor,312.43,1/20/2020,450,Jae Redhouse,jredhousech@odnoklassniki.ru,Philippines,3107,44
288,Self-Stirring Mug,576.0,11/12/2020,451,Cleveland Hartnup,chartnupci@ihg.com,Peru,,24
264,USB-C Hub,118.38,11/20/2020,452,Renata Toffoletto,rtoffolettocj@telegraph.co.uk,China,,67
969,Blue Corn Tortilla Chips,99.68,3/25/2020,453,Swen Grigorini,sgrigorinick@cnbc.com,Cameroon,,40
332,Biodegradable Dog Waste Bags,966.44,1/5/2020,454,Angelle Frie,afriecl@indiatimes.com,Azerbaijan,,30
144,Organic Coconut Yogurt,308.05,11/26/2020,455,Merlina Bubeer,mbubeercm@washington.edu,Venezuela,,84
488,Peach Fruit Cups,570.67,5/20/2020,456,Vale Ginnety,vginnetycn@blogtalkradio.com,Portugal,4990-540,41
376,Cranberry Orange Oatmeal,750.24,7/17/2020,457,Peadar Webley,pwebleyco@live.com,Canada,J0J,72
102,Digital Voice Recorder,278.7,10/21/2020,458,Yettie Seagrave,yseagravecp@samsung.com,Indonesia,,78
878,Sweet Cherry Tomatoes,545.98,6/16/2020,459,Chan Lindenman,clindenmancq@com.com,China,,75
187,Hiking Gaiters,925.73,10/22/2020,460,Muffin Donhardt,mdonhardtcr@github.com,China,,49
304,Insulated Cooler,338.31,7/11/2020,461,Betti Whitington,bwhitingtoncs@yellowpages.com,China,,22
478,Silicone Wine Glasses,247.72,9/4/2020,462,Clementine Purrington,cpurringtonct@ask.com,Palestinian Territory,,71
743,Andouille Sausage,793.4,6/1/2020,463,Dirk Dumberell,ddumberellcu@mail.ru,China,,42
660,Spicy Italian Sausage,221.58,3/31/2020,464,Derry Dorgon,ddorgoncv@dailymotion.com,Netherlands,1360,48
427,Balsamic Vinegar,996.23,3/31/2020,465,Brade Frowing,bfrowingcw@behance.net,China,,18
362,Coconut Oil,849.56,3/27/2020,466,Andriana Creese,acreesecx@ted.com,Serbia,,46
534,Portable SSD,825.11,9/6/2020,467,Levon Busse,lbussecy@ucoz.ru,Brazil,77895-000,52
529,Mediterranean Chickpea Bowl,221.75,4/3/2020,468,Chery Connar,cconnarcz@cam.ac.uk,France,76124 CEDEX,66
791,Baking Soda,494.44,5/10/2020,469,Ashlie Orrell,aorrelld0@bluehost.com,Sweden,104 62,63
841,Vegetable Korma,833.56,10/25/2020,470,Warner Sang,wsangd1@ft.com,Ecuador,,81
991,Pepper Jack Cheese Slices,547.82,6/18/2020,471,Page Tudgay,ptudgayd2@cafepress.com,France,54529 CEDEX,30
860,Over-The-Door Shoe Organizer,660.82,10/26/2020,472,Georges Nast,gnastd3@cdc.gov,Mexico,24400,58
663,Home Cleaning Robot,365.74,4/27/2020,473,Felic Rodway,frodwayd4@weebly.com,Portugal,5155-705,44
480,Tailgating Set,530.43,2/22/2020,474,Albert Sentinella,asentinellad5@reverbnation.com,Mexico,36350,24
